coffee name,coffee rating,roaster name,roaster country/state,roaster city,coffee origin country,coffee origin city,roast level,whole bean (agtron),after grinding (agtron),price,pricing unit (g),review date,aroma,acidity,body,flavor,aftertaste,blind ass (paragraph),species (paragraph)
Ka’u Tropical Punch,94,Paradise Roasters,Minnesota,['Minneapolis'],['Hawaii'],"[""Ka'u growing region""]",Medium-Light,60.0,78.0,25.0,113.4,December 2022,9.0,9.0,9.0,9.0,8.0,"Elegantly fruit-toned, crisp and bright. Strawberry guava, cocoa nib, lilac, pistachio, lemon thyme in aroma and cup. Richly sweet-tart structure with juicy acidity; viscous, satiny mouthfeel. Berry-toned finish supported by cocoa nib. ","Produced by smallholding farmers and processed by the washed method with the addition of cultured yeasts during the fermentation step. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. "
Ethiopia Gesha Village Illubabor Forest Lot 22/043 (Single-Terroir) Natural Process,94,Buon Caffe,Taiwan,['Taipei'],['Southern Ethiopia'],['Bench-Maji Zone'],Light,64.0,84.0,9.87,100,December 2022,9.0,9.0,8.0,9.0,9.0,"Elegantly sweet, fruit- and floral toned. Dried Bing cherry, star jasmine, cocoa nib, sandalwood, marjoram in aroma and cup. Sweetly tart structure with juicy, bright acidity; crisp, silky mouthfeel. Resounding and very long finish centered around notes of Bing cherry, cocoa nib, and star jasmine.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by Adam and Rachel Overton. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. It was processed by the natural method (dried in the whole fruit). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information."
Ethiopia Gera Genji Challa,94,Mostra Coffee,California,['San Diego'],['Ethiopia'],"['Agaro Gera', ' Jimma Zone', ' Oromia State']",Medium-Light,59.0,77.0,28.0,340.19,December 2022,9.0,9.0,9.0,9.0,8.0,"Delicately aromatic, complex. Lilac, cocoa nib, pink grapefruit zest, shishito pepper, apricot in aroma and cup. Sweetly tart with juicy, bright acidity; plush, syrupy-smooth mouthfeel. Floral finish with cocoa undertones.","Ethiopia coffees like this one are largely produced largely from traditional indigenous landrace varieties of Arabica. Produced by smallholding members of the Nano Challa Cooperative and processed by the traditional washed method (fruit skin and pulp are removed before drying). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com."
Kenya Gotomboya Peaberry,94,Mostra Coffee,California,['San Diego'],['south-central Kenya'],['Nyeri growing region'],Medium-Light,59.0,77.0,27.0,340.19,December 2022,9.0,9.0,8.0,9.0,9.0,"Sweetly spiced-toned, chocolaty. Dried plum, maple syrup, pink peppercorn, dark chocolate, star jasmine in aroma and cup. Sweet-savory structure with high-toned acidity; crisp, velvety mouthfeel. The especially long, resounding finish carries over all the flavor notes from the cup.","Produced by smallholding farmers around the Ichamama Factory or mill, and processed by the traditional Kenya washed method (fruit skin and pulp are removed before drying). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com."
Panama Hartmann Estate Chicho Gallo Amaro Gayo Natural BOP#1,94,Buon Caffe,Taiwan,['Taipei'],['far western Panama'],['Chiriqui Province'],Medium-Light,60.0,78.0,18.12,100,December 2022,9.0,9.0,9.0,9.0,8.0,"Complex, sweetly tart, spice-toned. Plum, fine musk, toffee, macadamia nut, dark chocolate in aroma and cup. Sweet-tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The crisp finish centers around notes of plum and dark chocolate. ","Produced by the Hartmann family of Finca Hartmann, entirely of the Amaro Gayo (Ethiopian landrace) variety of Arabica, and processed by the natural method (dried in the whole fruit). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information."
Kenya Ichamama,94,Mostra Coffee,California,['San Diego'],['south-central Kenya'],['Nyeri growing region'],Medium-Light,59.0,77.0,28.0,340.19,December 2022,9.0,9.0,9.0,9.0,8.0,"Richly sweet, deeply savory. Wisteria, red currant, tangerine zest, tamarind, cedar in aroma and cup. Balanced structure with vibrant acidity; full, syrupy-smooth mouthfeel. The finish leads with wisteria and red currant.","Produced by smallholding farmers around the Ichamama Factory or mill, and processed by the traditional Kenya washed method (fruit skin and pulp are removed before drying). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com."
Ethiopia Uchoro Nansebo Washed,95,Red Rooster Coffee Roaster,Virginia,['Floyd'],['southern Ethiopia'],['Yirgacheffe growing region'],Light,60.0,82.0,27.0,340.19,December 2022,9.0,9.0,9.0,9.0,9.0,"Elegantly bright, very balanced. Apricot, honeysuckle, almond brittle, dark chocolate, cedar in aroma and cup. Richly sweet structure with floral acidity; lively, silky mouthfeel. Long, lingering, complexly satiating finish.","Southern Ethiopia coffees like this one are largely produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the washed method (fruit skin and pulp are removed before drying). Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information."
Nekisse Phantom Roasting,95,BEI Coffee Roasters,China,['Hong Kong'],['south-central Ethiopia'],['Sidamo growing region'],Light,64.0,83.0,82.55,150,December 2022,9.0,9.0,9.0,9.0,9.0,"Richly floral-toned, vibrant. Star jasmine, wild strawberry, honey, dark chocolate, mustard seed in aroma and cup. Sweet-toned structure with delicately juicy acidity; full, syrupy mouthfeel. The flavor-saturated finish carries over all the notes from the cup.","Nekisse is a proprietary brand of Ethiopia coffee developed by Ninety Plus, a distinguished boutique developer and importer of innovative small-lot coffees from Ethiopia and Panama. Grown near Neji in the Sidama/Sidamo growing region, this is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. BEI Coffee Roasters is a Hong Kong-based specialty roaster focused on microlots and multiple roasting methods for the same coffee. Visit www.facebook.com/bei.coffeekan."
Colombia Finca Samboni Gesha Anaerobic Natural,94,Red Rooster Coffee Roaster,Virginia,['Floyd'],['Colombia'],"['Algeciras', ' Huila Department']",Medium-Light,62.0,78.0,30.0,340.19,December 2022,9.0,9.0,9.0,9.0,8.0,"High-toned, fruit-driven. Raspberry jam, cocoa nib, Meyer lemon zest, narcissus, a hint of oregano in aroma and cup. Sweetly tart structure with bright, juicy acidity; round, plush mouthfeel. The confident finish centers around notes of raspberry and cocoa nib.","Produced by John Samboni of Finca Samboni entirely of the Gesha variety of Arabica, and processed by the anaerobic natural method, wherein whole fruit is fermented with limited oxygen before drying. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information."
Kambera Inari Roasting,94,BEI Coffee Roasters,China,['Hong Kong'],['Panama'],['Piedra Candela'],Light,62.0,80.0,67.31,150,December 2022,9.0,9.0,9.0,9.0,8.0,"Crisply sweet-savory, rich-toned. Cocoa nib, grape candy, hop flowers, amber, sandalwood in aroma and cup. Savory-leaning structure with sparkling acidity; viscous, very full mouthfeel. A crisply sweet-savory finish consolidates to notes of amber and cocoa nib.","Produced by Joseph Brodsky at Ninety Plus Candela Estates entirely of the Gesha variety of Arabica, and processed by the anaerobic natural method (whole fruit is fermented with limited oxygen before drying, still in the whole fruit). BEI Coffee Roasters is a Hong Kong-based specialty roaster focused on microlots and multiple roasting methods for the same coffee. Visit www.facebook.com/bei.coffeekan."
Colombia Don Correa Gesha,94,Roadmap CoffeeWorks,Virginia,['Lexington'],['Colombia'],"['San Jose', ' Caldas']",Light,62.0,80.0,32.95,340.19,December 2022,9.0,9.0,9.0,9.0,8.0,"Elegantly fruit-forward, delicately juicy. Strawberry guava, malted milk balls, freesia-like flowers, pink peppercorn, marjoram in aroma and cup. Balanced, sweet-tart structure with gently bright acidity; plump, satiny mouthfeel. Crisp, sweet finish centered on suggestions of freesia and pink peppercorn.","Produced by José Giraldo and Jorge Correa of Finca San Juan entirely of the Geisha variety of Arabica, and processed by the natural carbonic maceration method, which involves fermenting whole coffee fruit inside a sealed container that has been flushed with CO2, then drying the coffee, still in the whole fruit. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information."
Ethiopia BergWu Maker Series Yirgacheffe Wuri G1 Lot MW21/02,94,Angeles Roastery,China,['Hong Kong'],['southern Ethiopia'],['Yirgacheffe growing region'],Medium-Light,62.0,78.0,16.26,200,December 2022,9.0,9.0,9.0,9.0,8.0,"High-toned, richly bittersweet. Bergamot, lychee, star jasmine, cocoa nib, cedar in aroma and cup. Sweetly tart with juicy-bright acidity; very full, satinly mouthfeel. Crisp, tart finish with notes of lychee and cocoa nib.","Produced by smallholding farmers from selections of indigenous landrace varieties of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Angeles Roastery is a Hong Kong-based coffee Roastery established in 2021. Visit www.angelesroastery.com for more information."
Mexico Finca Santa Cruz COE#1b,94,Mute Roaster,China,['Macao'],['Mexico'],"['La Concordia', ' Chiapas State']",Light,64.0,84.0,63.25,100,December 2022,9.0,9.0,9.0,9.0,8.0,"Gently sweet-tart, brightly confident. Dried raspberry, honeysuckle, cocoa nib, honey, sandalwood in aroma and cup. Sweet-tart structure with fruity acidity; plush, syrupy mouthfeel. The finish consolidates to notes of cocoa nib with undertones and dried raspberry. ","Produced by Cruz Jose Argüello Enriquez of Finca Santa Cruz entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Mute Roaster is a specialty coffee roaster based in Macao, China. Visit https://www.facebook.com/muteroaster for more information."
Wilton Benitez Geisha,95,JBC Coffee Roasters,Wisconsin,['Madison'],['Colombia'],"['Piendamó', ' Cauca Department']",Medium-Light,59.0,81.0,25.0,226.8,November 2022,9.0,9.0,9.0,9.0,9.0,"Richly floral-toned, exceptionally sweet. Distinct narcissus, cocoa nib, myrrh, blackberry, lemon thyme in aroma and cup. Complex bittersweet structure with floral acidity; very full, syrupy-smooth mouthfeel. Engaging, satisfying finish that carries over all aromas and flavors from the cup.","Produced by Wilton Benitez of Macarena Farm entirely of the Geisha variety of Arabica, and processed by an experimental method in which the coffee fruit is sterilized with ozonated water and ultraviolet light, then undergoes a natural anaerobic fermentation (whole fruit is fermented in hermetically sealed vessels) with the addition of yeast. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information."
Colombia Cerro Azul Geisha,95,Bird Rock Coffee Roasters,California,['San Diego'],['Colombia'],"['Trujillo', ' Valle del Cauca Department']",Light,62.0,80.0,59.0,226.8,November 2022,9.0,9.0,9.0,9.0,9.0,"Richly aromatic, chocolaty, fruit-toned. Dark chocolate, dried mango, honeysuckle, wine barrel, marjoram in aroma and cup. Richly sweet structure with winey acidity; plush, syrupy-smooth mouthfeel. The long, lingering finish centers around notes of dark chocolate and spicy florals.","Produced by Rigoberto Herrera of Granja La Esperanza entirely of the Geisha variety of Arabica, and processed by the natural method (sun-dried in the whole fruit). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was named the “2012 Micro-Roaster of the Year” by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information."
